prem_id	premise	hypothesis_id	hypothesis	label
prem6	Gaur kaleratu da Solte talde santutxuarran lan berriya.	prem6_hyp1	Azken bost urteetan geldirik egon ondoren etorri da diskoa.	1
prem7	Txirrita bertsolariyak irakurtzen ez zekin arren, kriston sena zekan bildutako informaziyuan gaineko irakurketak itteko.	prem7_hyp0	Txirritak ez zuen bere bizitza osoan liburu bat bera ere irakurri.	0
prem7	Txirrita bertsolariyak irakurtzen ez zekin arren, kriston sena zekan bildutako informaziyuan gaineko irakurketak itteko.	prem7_hyp1	Basarri bertsolariari, berriz, asko gustatzen zitzaion eleberriak irakurtzea.	1
prem7	Txirrita bertsolariyak irakurtzen ez zekin arren, kriston sena zekan bildutako informaziyuan gaineko irakurketak itteko.	prem7_hyp2	Kafea hartzen zuen bitartean, egunkaria irakurtzen zuen Txirritak goizero.	2
prem8	Lanek bi orrialde baino ez dittue izango, A4 formatuan (bertikalian).	prem8_hyp1	Arial 12 tamaina erabili behar da derrigorrez idazteko.	1
prem8	Lanek bi orrialde baino ez dittue izango, A4 formatuan (bertikalian).	prem8_hyp0	Lanak egiteko A4 formatua erabili beharko da.	0
prem8	Lanek bi orrialde baino ez dittue izango, A4 formatuan (bertikalian).	prem8_hyp2	Lau orrialdeko lanak ere onartuko dira.	2
prem9	Benetan xelebria izan zan Antton honen bizimodua eta bizitokiya oaindik eta harrigarriyaua!	prem9_hyp0	Antton bizi izan zen lekua bitxia zen.	0
prem9	Benetan xelebria izan zan Antton honen bizimodua eta bizitokiya oaindik eta harrigarriyaua!	prem9_hyp2	Bizimodu lasaia izan zuen Anttonek, abentura handirik gabekoa.	2
prem9	Benetan xelebria izan zan Antton honen bizimodua eta bizitokiya oaindik eta harrigarriyaua!	prem9_hyp1	Anttonek bi alaba izan zituen oso gazterik.	1
prem10	Santurtzi Elkartegia Santurtziko El Árbol industrialdian dao, A-8 autobidian inguruetan.	prem10_hyp0	Santurtzi Elkartegia ez dago A-8 autobidetik urrun.	0
prem10	Santurtzi Elkartegia Santurtziko El Árbol industrialdian dao, A-8 autobidian inguruetan.	prem10_hyp1	El Árbol industrialdean 27 enpresa daude denera.	1
prem10	Santurtzi Elkartegia Santurtziko El Árbol industrialdian dao, A-8 autobidian inguruetan.	prem10_hyp2	Santurtzi Elkartegia Portugaleten dago, izenagatik ematen ez duen arren.	2
prem11	“Azken urtetan Europan in dan animaziozko koprodukzio haundiyenetakua da “Ballerina”.”	prem11_hyp0	"Europan egina da ""Ballerina"" animaziozko filma."	0
prem11	“Azken urtetan Europan in dan animaziozko koprodukzio haundiyenetakua da “Ballerina”.”	prem11_hyp1	Filmeko protagonista neska da.	1
prem11	“Azken urtetan Europan in dan animaziozko koprodukzio haundiyenetakua da “Ballerina”.”	prem11_hyp2	"Ameriketako Estatu Batuetan egina izan arren, Europan kokatzen da ""Ballerina""-ko istorioa."	2
prem12	Egiya da, bide batez, liburua irakurrita eukita hobeto ulertzen diala hainbat pasarte, seguruenik.	prem12_hyp1	Liburuan beldurrezkoak diren pasarte batzuk aldatu egin dituzte.	1
prem12	Egiya da, bide batez, liburua irakurrita eukita hobeto ulertzen diala hainbat pasarte, seguruenik.	prem12_hyp0	Pasarte batzuk zailagoak dira ulertzen liburua irakurri gabe.	0
prem12	Egiya da, bide batez, liburua irakurrita eukita hobeto ulertzen diala hainbat pasarte, seguruenik.	prem12_hyp2	Liburua irakurri gabe izateak ez du batere eraginik.	2
prem13	Miren etxeko leiho onduan zigarro bat erretzen ai zala, Lucia gerturau zitzaion, eta, bere gizonan aurrian, Miren ikutzen hasi zan.	prem13_hyp0	Miren etxeko leihoaren alboan zegoela, Lucia bera ukitzen hasi zen.	0
prem13	Miren etxeko leiho onduan zigarro bat erretzen ai zala, Lucia gerturau zitzaion, eta, bere gizonan aurrian, Miren ikutzen hasi zan.	prem13_hyp2	Lucia iritsi zenean ez zen Mirenengana hurbiltzera ausartu, bere gizona aurrean baitzegoen.	2
prem13	Miren etxeko leiho onduan zigarro bat erretzen ai zala, Lucia gerturau zitzaion, eta, bere gizonan aurrian, Miren ikutzen hasi zan.	prem13_hyp1	Mirenen gizona telebista ikusten ari zen Lucia etorri zenean.	1
prem14	Euskadi Irratiko “Sukalde dema” irratsaiuan hirugarren urtia hasiko due udazken hontan.	prem14_hyp0	Sukalde dema saioak urte bat baino gehiago darama euskadi irratian.	0
prem14	Euskadi Irratiko “Sukalde dema” irratsaiuan hirugarren urtia hasiko due udazken hontan.	prem14_hyp1	Sukalde dema saioan aurkezleak aldatu ziren lehenengo urtea eta gero.	1
prem14	Euskadi Irratiko “Sukalde dema” irratsaiuan hirugarren urtia hasiko due udazken hontan.	prem14_hyp2	"Urtebete bakarrik iraun zuen ""Sukalde dema"" saioak euskadi irratian."	2
prem15	Gainea istripu-partia ez dakate ez euskeraz ezta euskera-espainolez ere.	prem15_hyp0	Euskarazko istripu-parterik ez daukate.	0
prem15	Gainea istripu-partia ez dakate ez euskeraz ezta euskera-espainolez ere.	prem15_hyp1	Auto gorrian izan zuen istripua duela bi aste.	1
prem15	Gainea istripu-partia ez dakate ez euskeraz ezta euskera-espainolez ere.	prem15_hyp2	Euskara hutsean dagoen istripu-parte bat dutela esan didate.	2
prem16	Espainian, ezkonduen %60 dibortziatzen dia.	prem16_hyp2	Erdia baino gutxiago dira ezkondu eta gero banatzen direnak.	2
prem16	Espainian, ezkonduen %60 dibortziatzen dia.	prem16_hyp1	Espainiar estatuan gero eta gutxiago dira elizatik ezkontzen direnak.	1
prem16	Espainian, ezkonduen %60 dibortziatzen dia.	prem16_hyp0	Ezkonduen erdia baino gehiago banatu egiten da Espainian.	0
prem17	Irudikatzen ez dan herri bat ezin da existitu.	prem17_hyp2	Irudikatzen ez den herri bat ikusi genuen atzo.	2
prem17	Irudikatzen ez dan herri bat ezin da existitu.	prem17_hyp0	Existitzen diren herri guztiak irudikatu daitezke.	0
prem17	Irudikatzen ez dan herri bat ezin da existitu.	prem17_hyp1	Badaude herri batzuk etxe guztiak zuriak dituztenak.	1
prem18	Euskal preso politikuen alorrian lan itteatik 48 pertsonan aurka indako eskaera fiskalen berri izan deu azken egunotan, haietako batzuk 20 urte baino gehiokuak.	prem18_hyp0	Fiskaltzak zenbait pertsonarentzat zigorrak eskatu ditu.	0
prem18	Euskal preso politikuen alorrian lan itteatik 48 pertsonan aurka indako eskaera fiskalen berri izan deu azken egunotan, haietako batzuk 20 urte baino gehiokuak.	prem18_hyp1	Preso politikoen gaian lan egiten duten gehienak Gipuzkoarrak dira.	1
prem18	Euskal preso politikuen alorrian lan itteatik 48 pertsonan aurka indako eskaera fiskalen berri izan deu azken egunotan, haietako batzuk 20 urte baino gehiokuak.	prem18_hyp2	Fiskaltzak ontzat eman du preso politikoen gaian ari direnek egiten duten lana.	2
prem19	Oain arte euskera maila eskasagatik selektibitatian nota orokorra asko jaisten zitzaien bertako ikasliei.	prem19_hyp1	Iaz inoiz izan diren nota baxuenak izan ziren selektibitateko azterketetan.	1
prem19	Oain arte euskera maila eskasagatik selektibitatian nota orokorra asko jaisten zitzaien bertako ikasliei.	prem19_hyp0	Hizkuntza mailak eragina zuen selektibitateko nota orokorrean.	0
prem19	Oain arte euskera maila eskasagatik selektibitatian nota orokorra asko jaisten zitzaien bertako ikasliei.	prem19_hyp2	Euskara mailak ez zuen garrantzirik selektibitateko notan.	2
prem20	Lagunak diyo, mundu guztiyan ibili arren, gaixotzen dan egunian bertan bueltatuko dala Euskal Herrira.	prem20_hyp1	Laguna ez zen Euskal Herrian jaio.	1
prem20	Lagunak diyo, mundu guztiyan ibili arren, gaixotzen dan egunian bertan bueltatuko dala Euskal Herrira.	prem20_hyp0	Munduan zehar dabil laguna.	0
prem20	Lagunak diyo, mundu guztiyan ibili arren, gaixotzen dan egunian bertan bueltatuko dala Euskal Herrira.	prem20_hyp2	Lagunak betiko munduan zehar ibiltzeko asmoa duela dio.	2
prem21	40 urte baino gehio pasa badia ere 'Alien, zortzigarren bidaiaria' filma ez da zahartzen.	prem21_hyp0	Duela lau hamarkada baino gehiago egin zen 'Alien, zortzigarren bidaiaria' filma.	0
prem21	40 urte baino gehio pasa badia ere 'Alien, zortzigarren bidaiaria' filma ez da zahartzen.	prem21_hyp1	Alien, zortzigarren bidaiaria' filmak ez zuen bereziki kritika onik jaso hasieran.	1
prem21	40 urte baino gehio pasa badia ere 'Alien, zortzigarren bidaiaria' filma ez da zahartzen.	prem21_hyp2	Alien, zortzigarren bidaiaria' filma laster estreinatuko da.	2
prem22	Gure lana askotan oso zaila, oso gorra eta oso beltza izan leike, eta biharra dakau tarteka umorea jotzeko.	prem22_hyp1	Lankideen artean harreman ona dugu, nahiz eta batzuetan desadostasun batzuk ere izaten ditugun.	1
prem22	Gure lana askotan oso zaila, oso gorra eta oso beltza izan leike, eta biharra dakau tarteka umorea jotzeko.	prem22_hyp0	Gogorra izaten da gure lana behin baino gehiagotan.	0
prem22	Gure lana askotan oso zaila, oso gorra eta oso beltza izan leike, eta biharra dakau tarteka umorea jotzeko.	prem22_hyp2	Lanean oso serio egon behar izaten dugu beti.	2
prem23	Jakina da osasun sistema publiko batea hurbiltzen dan edozeinek aurkituko dula akatsa eta haserretzeko bidia zerbaitekin.	prem23_hyp0	Osasun sistema publikoan akatsak egoten dira.	0
prem23	Jakina da osasun sistema publiko batea hurbiltzen dan edozeinek aurkituko dula akatsa eta haserretzeko bidia zerbaitekin.	prem23_hyp1	Osasun sistema publikoko medikuak haserre daude hartu diren neurriekin.	1
prem23	Jakina da osasun sistema publiko batea hurbiltzen dan edozeinek aurkituko dula akatsa eta haserretzeko bidia zerbaitekin.	prem23_hyp2	Hemengo osasun sistema publikoa perfektua dela esan daiteke.	2
prem24	Hortaz, gazte jendiantzat auzo elkartia ez da erakargarriya.	prem24_hyp0	Auzo elkartera hurbiltzen den jende gehiena heldua da.	0
prem24	Hortaz, gazte jendiantzat auzo elkartia ez da erakargarriya.	prem24_hyp1	Auzo elkarteak hogei urte bete zituen iaz.	1
prem24	Hortaz, gazte jendiantzat auzo elkartia ez da erakargarriya.	prem24_hyp2	Gazte asko dabil auzo elkartean azken aldian.	2
prem25	Foru Aldundiyak sortu zun sariya, Antton Abbadie sariya, ondo merezitako laudoriyua izan da.	prem25_hyp0	Merezi zuen Antton Abbadie saria jasotzea.	0
prem25	Foru Aldundiyak sortu zun sariya, Antton Abbadie sariya, ondo merezitako laudoriyua izan da.	prem25_hyp1	Antton Abbadie sariaz gain beste batzuk ere jaso ditu.	1
prem25	Foru Aldundiyak sortu zun sariya, Antton Abbadie sariya, ondo merezitako laudoriyua izan da.	prem25_hyp2	Foru Aldundiari Antton Abbadie saria eman zioten.	2
prem26	Liburu hontan, haien adierazpenak eta hizkeran xehetasunak jaso dia.	prem26_hyp0	Haiek adierazitakoak liburuan jasota geratu dira.	0
prem26	Liburu hontan, haien adierazpenak eta hizkeran xehetasunak jaso dia.	prem26_hyp1	Liburua idatzi duena pertsona ezaguna da.	1
prem26	Liburu hontan, haien adierazpenak eta hizkeran xehetasunak jaso dia.	prem26_hyp2	Liburuan ezer gutxi dago hizkerari buruz.	2
prem27	Bertan ateatako argazkiyekin etorkizuneko eraikuntza konparatzia interesgarriya izango da.	prem27_hyp0	Argazkiak atera dira bertan.	0
prem27	Bertan ateatako argazkiyekin etorkizuneko eraikuntza konparatzia interesgarriya izango da.	prem27_hyp1	Etorkizuneko eraikuntza hobea izango da.	1
prem27	Bertan ateatako argazkiyekin etorkizuneko eraikuntza konparatzia interesgarriya izango da.	prem27_hyp2	Aspergarria da eraikuntzak konparatzen aritzea.	2
prem28	Frontoiak 65 eserleku dazka mugikortasun urriko pertsonentzat, eta Trinketak 16.	prem28_hyp0	Pilotalekuak eserleku gehiago ditu mugikortasun urriko pertsonentzat Trinketak baino.	0
prem28	Frontoiak 65 eserleku dazka mugikortasun urriko pertsonentzat, eta Trinketak 16.	prem28_hyp1	Jende gehiago joan ohi da Pilotalekura partiduak ikustera Trinketara baino.	1
prem28	Frontoiak 65 eserleku dazka mugikortasun urriko pertsonentzat, eta Trinketak 16.	prem28_hyp2	Trinketak Pilotalekuak adina eserleku baditu gutxienez mugikortasun urriko pertsonentzat.	2
prem29	Donostiko Akuariumian bisita gidatua in berri det urrian.	prem29_hyp0	Urrian Donostian egon nintzen.	0
prem29	Donostiko Akuariumian bisita gidatua in berri det urrian.	prem29_hyp1	Akuariumean hiru aldiz egon naiz guztira.	1
prem29	Donostiko Akuariumian bisita gidatua in berri det urrian.	prem29_hyp2	Udazken osoan Akuariumera joan gabe egon naiz.	2
prem30	Aldaketa betian murgilduta gaude ordia eta tartian hizkuntza irizpidien berrikuspenian ere ari gea.	prem30_hyp0	Besteak beste, hizkuntza irizpideak berrikusten ari gara.	0
prem30	Aldaketa betian murgilduta gaude ordia eta tartian hizkuntza irizpidien berrikuspenian ere ari gea.	prem30_hyp1	Aldaketaren helburu nagusia hizkuntza gehiago ikasteko aukera erraztea da.	1
prem30	Aldaketa betian murgilduta gaude ordia eta tartian hizkuntza irizpidien berrikuspenian ere ari gea.	prem30_hyp2	Aldaketa batzuk egiteko asmoa genuela zirudien, baina azkenean berdin jarraitzea erabaki dugu.	2
prem31	Iluntasunian sortu dia gure burmuinak gobernatzen dittuen kondaira interesgarriyenak.	prem31_hyp0	Gure burmuineko kondaira interesgarrienak iluntasunean sortuak dira.	0
prem31	Iluntasunian sortu dia gure burmuinak gobernatzen dittuen kondaira interesgarriyenak.	prem31_hyp1	Ezin dugu jakin nondik datozen kondaira interesgarri guztiak.	1
prem31	Iluntasunian sortu dia gure burmuinak gobernatzen dittuen kondaira interesgarriyenak.	prem31_hyp2	Gure burmuineko kondaira interesgarri guztiak argitan sortzen dira.	2
prem32	Lehen egunian hiru taldekin topatu ginan; bakarra zan euskeraz.	prem32_hyp0	Lehen egunean topo egindako taldeen herena euskaraz zen.	0
prem32	Lehen egunian hiru taldekin topatu ginan; bakarra zan euskeraz.	prem32_hyp1	Lehen eguneko taldeak oso heterogeneoak ziren, adin eta kultura ezberdinetako jendea zegoen.	1
prem32	Lehen egunian hiru taldekin topatu ginan; bakarra zan euskeraz.	prem32_hyp2	Lehen egunean topatutako talde gehienak euskaraz ziren.	2
prem33	Donostiyan espainolezko ikastarotan ume asko dabil.	prem33_hyp0	Donostian gurasoek ume asko gaztelaniazko ikastaroetara eramaten dituzte.	0
prem33	Donostiyan espainolezko ikastarotan ume asko dabil.	prem33_hyp1	Donostian haur ikastaroak arratsaldeetan dira.	1
prem33	Donostiyan espainolezko ikastarotan ume asko dabil.	prem33_hyp2	Donostian gaztelaniazko ikastaroak hutsik daude.	2
prem34	Bidaia-txartela berreskuratzeko, egoitza elektronikoko zure espedientia sartu ber dezu.	prem34_hyp0	Egoitza elektronikoan zure espedientera sartuz berreskuratu dezakezu bidaia-txartela.	0
prem34	Bidaia-txartela berreskuratzeko, egoitza elektronikoko zure espedientia sartu ber dezu.	prem34_hyp1	Egoitza elektronikoko zure espedientera sartu eta astebeteko tartean berreskuratuko duzu bidaia-txartela.	1
prem34	Bidaia-txartela berreskuratzeko, egoitza elektronikoko zure espedientia sartu ber dezu.	prem34_hyp2	Bidaia-txartela berreskuratzeko telefonoz deitzearekin nahikoa da.	2
prem35	Oreka eta botekin trebeziya irabazteko ondo etorri zaio ikastarua itia.	prem35_hyp0	Ikastaroari esker oreka hobetu eta botekin trebezia irabazi du.	0
prem35	Oreka eta botekin trebeziya irabazteko ondo etorri zaio ikastarua itia.	prem35_hyp1	Ikastaroari esker elastikotasuna asko hobetu du.	1
prem35	Oreka eta botekin trebeziya irabazteko ondo etorri zaio ikastarua itia.	prem35_hyp2	Ikastaroa egiteak ez dio ezertarako balio izan.	2
prem36	60 urten atariyan biyok, hasiyak gea oain arte ikusezinak zitzaizkigun kontuei erreparatzen, osasunai, geo ta sarriyo hiltzen dian lagunei.	prem36_hyp0	61 urte baino gutxiago dauzkagu biok.	0
prem36	60 urten atariyan biyok, hasiyak gea oain arte ikusezinak zitzaizkigun kontuei erreparatzen, osasunai, geo ta sarriyo hiltzen dian lagunei.	prem36_hyp1	60 urteren atarian hobe da iraganari ez erreparatzea.	1
prem36	60 urten atariyan biyok, hasiyak gea oain arte ikusezinak zitzaizkigun kontuei erreparatzen, osasunai, geo ta sarriyo hiltzen dian lagunei.	prem36_hyp2	Adinean gora egiteak ez du osasunaren eta heriotzaren inguruko gure ikuspegia aldatu.	2
prem37	Zozketa in ta belaxe, eskainitako plazak adjudikatzen dia.	prem37_hyp0	Plazak zozketa bidez esleitzen dira.	0
prem37	Zozketa in ta belaxe, eskainitako plazak adjudikatzen dia.	prem37_hyp1	Plazak adjudikatzeko zozketa informatikoki egiten da.	1
prem37	Zozketa in ta belaxe, eskainitako plazak adjudikatzen dia.	prem37_hyp2	Plazak zozketa egin eta bi astetara adjudikatzen dira.	2
prem38	Larunbateko ekitaldiya goxua eta politta izan zan.	prem38_hyp0	Larunbatekoa ekitaldi atsegina izan zen.	0
prem38	Larunbateko ekitaldiya goxua eta politta izan zan.	prem38_hyp1	Larunbateko ekitaldia etxetik ikusi nuen.	1
prem38	Larunbateko ekitaldiya goxua eta politta izan zan.	prem38_hyp2	Larunbateko ekitaldia ez zen nire gustukoa izan, gogortasuna falta zitzaion.	2
prem39	Maitasun erromantikua sistema patriarkalan biziraupena bermatzeko dispositibua da.	prem39_hyp0	Sistema patriarkalak bizirik iraun dezan erabiltzen da maitasun erromantikoa.	0
prem39	Maitasun erromantikua sistema patriarkalan biziraupena bermatzeko dispositibua da.	prem39_hyp1	Sistema patriarkalak biziraun dezan hainbat dispositibo daude.	1
prem39	Maitasun erromantikua sistema patriarkalan biziraupena bermatzeko dispositibua da.	prem39_hyp2	Sistema patriarkala maitasun erromantikoaren biziraupena bermatzeko dispositiboa da.	2
prem40	46 urte zezkan eta bapateko heriotzak eraman zun gure albotik.	prem40_hyp0	46 urterekin hil zen bat-batean.	0
prem40	46 urte zezkan eta bapateko heriotzak eraman zun gure albotik.	prem40_hyp1	Bizitza zoriontsua izan zuen.	1
prem40	46 urte zezkan eta bapateko heriotzak eraman zun gure albotik.	prem40_hyp2	Gaixotasun luze batek hil zuen.	2
prem41	Iaz 15 film bikoiztu zittun euskerara Zinema Euskaraz programak, eta 2017a ere martxa onian hasi du.	prem41_hyp0	Zinema Euskaraz programak filmak euskarara bikoizten ditu.	0
prem41	Iaz 15 film bikoiztu zittun euskerara Zinema Euskaraz programak, eta 2017a ere martxa onian hasi du.	prem41_hyp1	Zinema Euskaraz programak eginiko bikoizketa guztiak gaztelaniatik euskarara izan dira.	1
prem41	Iaz 15 film bikoiztu zittun euskerara Zinema Euskaraz programak, eta 2017a ere martxa onian hasi du.	prem41_hyp2	Badirudi Zinema Euskaraz programak oso film gutxi bikoiztuko dituela 2017an ere.	2
prem42	Aurreko astian Bilboko Okupazio Bulegoak lau urte bete zittun.	prem42_hyp0	Bilboko Okupazio Bulegoak laugarren urteurrena ospatu zuen.	0
prem42	Aurreko astian Bilboko Okupazio Bulegoak lau urte bete zittun.	prem42_hyp1	Bilboko Okupazio Bulegoak langile berriak kontratatuko ditu datorren hilabetean.	1
prem42	Aurreko astian Bilboko Okupazio Bulegoak lau urte bete zittun.	prem42_hyp2	Bi urte igaro dira Bilboko Okupazio Bulegoak itxi zuenetik.	2
prem43	Getayan kultur eskeintza laukoiztu in da ni bertan bizi nintzanetik.	prem43_hyp0	Getarian gero eta kultur eskaintza gehiago dago.	0
prem43	Getayan kultur eskeintza laukoiztu in da ni bertan bizi nintzanetik.	prem43_hyp1	Getariako kultur eskaintzaren laurdena antzerkia da.	1
prem43	Getayan kultur eskeintza laukoiztu in da ni bertan bizi nintzanetik.	prem43_hyp2	Lehen Getarian, bertan bizi ez nintzenean, kultur eskaintza handiagoa zegoen.	2
prem44	Paperian aurkeztiaz gain, formatu digitalian ere aurkeztuko dia, posible bada.	prem44_hyp2	Formatu digitalean bakarrik aurkeztuko dira.	2
prem44	Paperian aurkeztiaz gain, formatu digitalian ere aurkeztuko dia, posible bada.	prem44_hyp0	Paperean eta formatu digitalean aurkeztuko dira.	0
prem44	Paperian aurkeztiaz gain, formatu digitalian ere aurkeztuko dia, posible bada.	prem44_hyp1	Paperean hurrengo astean aurkeztuko dira.	1
prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzai indako ekarpena ez da txikiyaua izan.	prem45_hyp1	Argitaratu berri duen komiki bildumak arrakasta handia izan du adin txikikoen artean.	1
prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzai indako ekarpena ez da txikiyaua izan.	prem45_hyp2	Komikilaria da eta batzuetan ilustrazioak egiten ditu.	2
prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzai indako ekarpena ez da txikiyaua izan.	prem45_hyp0	Komikigintzari ere ekarpen handia egin dio.	0
prem46	Artxandako Funikularra, S.A. oso-osoik Bilboko Udalana dan merkataritza-sozietatia da.	prem46_hyp0	Bilboko Udala Artxandako Funikularraren jabea da.	0
prem46	Artxandako Funikularra, S.A. oso-osoik Bilboko Udalana dan merkataritza-sozietatia da.	prem46_hyp2	Bilboko Udalak parte hartzeren bat du Artxandako Funikularrean.	2
prem46	Artxandako Funikularra, S.A. oso-osoik Bilboko Udalana dan merkataritza-sozietatia da.	prem46_hyp1	Bilboko Udalaren ustiakuntzako aurrekontuak merkataritza-sozietateak egiten dituen jarduera guztietatik eratorritakoak biltzen ditu.	1
prem47	Gipuzkoko kostaldian bale asko ibili zan garai batian, baina 4 bale ezagun aipatzeittu Xabier Alberdi historialariyak Euskadi Irratiyan indako elkarrizketan.	prem47_hyp1	Gipuzkoako kostaldean bizi ziren gainerako baleak beste kostalde batzuetan ere bizi zirela aipatu du Xabier Alberdik.	1
prem47	Gipuzkoko kostaldian bale asko ibili zan garai batian, baina 4 bale ezagun aipatzeittu Xabier Alberdi historialariyak Euskadi Irratiyan indako elkarrizketan.	prem47_hyp0	Xabier Alberdi historialaria da eta ondo ezagutzen ditu inguruko itsasoetako baleak.	0
prem47	Gipuzkoko kostaldian bale asko ibili zan garai batian, baina 4 bale ezagun aipatzeittu Xabier Alberdi historialariyak Euskadi Irratiyan indako elkarrizketan.	prem47_hyp2	Xabier Alberdik, Euskadi Irratiko elkarrizketan, Gipuzkoako kostaldean sekula ez dela balearik ibili aipatzen du.	2
prem48	Ulia mendiyan izan gea aspaldiko partez.	prem48_hyp2	Urteak dira ez garela mendian egon.	2
prem48	Ulia mendiyan izan gea aspaldiko partez.	prem48_hyp0	Orain dela asko ez ginela Ulia mendira joaten.	0
prem48	Ulia mendiyan izan gea aspaldiko partez.	prem48_hyp1	Ulia mendia oso polita iruditu zaigu.	1
prem49	Zerbitzu-enpresentzako eraikin nagusiyak 19 modulu dazka.	prem49_hyp1	Zerbitzu-enpresentzako eraikin nagusiak 19 modulu eta hiru pisu ditu.	1
prem49	Zerbitzu-enpresentzako eraikin nagusiyak 19 modulu dazka.	prem49_hyp2	Zerbitzu-enpresentzako eraikin nagusiak moduluak izan ditzake, baina ez da nahitaezkoa.	2
prem49	Zerbitzu-enpresentzako eraikin nagusiyak 19 modulu dazka.	prem49_hyp0	Zerbitzu-enpresentzako eraikin nagusia 19 moduluk osatzen dute.	0
prem50	Europar Batasuna Uspace izeneko ordenantza bat ai da martxan jartzen, automatizautako dronentzat aire eremu baimenduak sortzeko.	prem50_hyp0	Uspace ordenantzak automatizatutako dronentzat aire eremu baimenduak sortuko ditu.	0
prem50	Europar Batasuna Uspace izeneko ordenantza bat ai da martxan jartzen, automatizautako dronentzat aire eremu baimenduak sortzeko.	prem50_hyp2	Europar Batasunean aireko dron automatizatuak debekatuko dituen ordenantza bat sartuko da indarrean laster.	2
prem50	Europar Batasuna Uspace izeneko ordenantza bat ai da martxan jartzen, automatizautako dronentzat aire eremu baimenduak sortzeko.	prem50_hyp1	Uspace ordenantza 2030ean jarriko da martxan.	1
prem51	Dublingo lur-hartzia oso-oso deserosua izan da, asko moittu da hegazkina, alde batetik bestea.	prem51_hyp1	Dublingo luhartzean bidaiariak beldurrez garrasika hasi dira.	1
prem51	Dublingo lur-hartzia oso-oso deserosua izan da, asko moittu da hegazkina, alde batetik bestea.	prem51_hyp0	Dublingo lur-hartzea oso-oso deserosoa izan da, asko mugitu da hegazkina, alde batetik bestera.	0
prem51	Dublingo lur-hartzia oso-oso deserosua izan da, asko moittu da hegazkina, alde batetik bestea.	prem51_hyp2	Dublingo lur-hartzeak beti izaten dira oso lasaiak, turbulentziarik gabeak.	2
prem52	Jakina da Joxan Goikoetxeak harreman ixtua izan zula Xabier Letekin, bereziki bere bizitzako azken urtietan.	prem52_hyp2	Xabier Letek eta Joxan Goikoetxeak gaztetan izan zuten harreman handiena.	2
